label,x_train
neutral,"RT @nfl: Free agent WR Jerricho Cotchery, formerly of Jets, traveling to Baltimore tonite to begin visit with Ravens. Visited Pitt recently"
positive,"Higgins ""Great experience for the young group and to meet with Premier League teams a real highlight"" ""Very young squad to play on Sat"""
positive,"February 13th ""Desperation Day"" the most awesome day of all time #True_Story"
neutral,"Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://t.co/u572cXVW"
negative,"@bballSource he just got completely, utterly lost.. it's not like there was a viable 2nd option, everyone knew it was Parker's shot!"
negative,Do we really care about our kids future? Think about it: Education is the 1st thing cut from budgets on every level.
positive,"One of the hottest up and coming artists @AkielBeatz will be performing july 29th at Rex Theatre in southside, Pittsburgh!! tix only $10"
positive,Iguana in the desert. No shade. The sun is high in the sky. He can handle it. Don't bet against him.
neutral,PBR &amp; @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56
neutral,"Search on for absconding 'rapist' footballers: Police: Kolkata, Nov 1 (IANS) Police are still on the ... http://t.co/X9vdkcmN @yahoonews"
negative,Pretty upset I'm not goin to see the jets practice tomorrow /:
neutral,"Longline bras hurt to dance in, I can drive in wellies, a white haired man has never left the #iom, merlin was a saucy old sorcerer. Night."
negative,#tech Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&amp;#039;... http://t.co/KRVX70C2
neutral,Ok tonite then u read then u muz tell me your decision so i can tell you help me bid wat k
positive,"@darren0193 haha! Well I was kinda hoping to see Lou tomorrow night so don't think I'm going to, but if she's busy then I might aswell!"
neutral,RT@angelpike: Call the hospital in Iqaluit &amp; press 2 for English. Every Cdn should experience hearing an aboriginal language as 1st choice
positive,@colinmochrie Congrats to Lloyd Robertson on the Gordon Sinclair Award tonight at the Geminis. Last broadcast on CTV Nat'l News is Thursday.
negative,Such a fun Saturday catching up on hw..
neutral,So with Bey performing at the Superbowl in Feb. I'm assuming new material in the coming months before hand then album after Grammy's
negative,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
neutral,MVP - Chris Paul 6th Man - Jason Terry Defensive Player - Iman Shumpert Most Improved - Paul George Coach of the Year - George Karl
neutral,"When I see reactions to stories about ""benefit scroungers"" and the ""lazy poor"" in the Sun, I wonder if Murdoch is a latter-day Pavlov"
positive,@MikeDavis88 Pls tell Dale Jr and the 88 team that they did great today. Love them lots from Bama.
neutral,@clownpeople Yeah your game against The Ravens was a Thursday night game. Im sure you will pull for The Giants these next 2 games
neutral,I may have caught a UFO engaging warp drive in the background of this photo. http://t.co/ASY4DOye
positive,@Nicegirll1124 Good! Well Summerslam is on early monday morning Live here at 1am so il be up watchin it for The Great One.. #TeamBringIt
negative,It is terribly frustrating to be able to see every .
neutral,Even though I already know how it ends... Im watching the CMAs tomorrow just to see blake drunk
neutral,im trying the sydney dalton diet starting monday :))))))
neutral,Final Destination 5 opens this Friday.  Tell us about your closest brush with death for a chance to win a pair of... http://fb.me/10e1DsIMq
positive,@joefooty #C2K Carles Puyol! Omg! What a landing! May god help him with his hand!! Ouch!!
positive,"@The_GeorgeHotel I worked at Chesters, &amp; the George was our 2nd home, we loved it. Ill certainly be back! :-)"
negative,"@McMwiti Really? really? Terry's guilt was well proven, TV footage was available. Suarez was punished of the strength of Evra's word. C'mon!"
positive,Thank you to all of our parents&amp; guidance staff for our annual Academic Signing Day on Thursday! I'll post photos soon!
neutral,#MovieNight tomorrow at the student union @ 8pm the movie will be Safe House! #TeamUAPB
neutral,"Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday's La Liga trip to Real Mallorca, with Sami Khedira, ..."
positive,The last lecture of the day on a Monday to me is like Pancake Day for fat kids #dreamy
positive,#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c
positive,"HAPPY FRIDAY! If i could make those words any BIGGER or BOLDER, I would! LOL :) Have a great weekend all of our PJD friends!"
negative,world war 3 has been going on in my house since Monday. How long do these things usually last?
neutral,"Alternative news: Black Triangle Sighting in Tucson, Arizona on October 20th 2012 - Red circle with triangle cut... http://t.co/17nxAARp"
neutral,"@andrewfowl then ur not watching. Was in every show, every night, every day last week except for Friday. Took vacation to host Miss Teen USA"
positive,Wildcat madness tomorrow! Community pep rally! Bell game! Hope to see you all there!
neutral,"UFO goes into VOLCANO | October 26, 2012 | Mexico | What do you guys think? http://t.co/XCAIk3wO #paranormal"
positive,"Don't forget to dine out @BWWings in #Savage tonight for PAA! Also, it's America Day tomorrow at the hs for #homecoming week!"
neutral,I want to see White Arrows at North Star Bar Sat + @Radio1045 Studio Session on Wed
positive,"All prep for the future. Bookin up for the UK 70.3 Ironman in June, then plannin on doin the Ironman Wales. Dependingon race commitments ofc"
neutral,Then wat r u doing now? Busy wif work?
neutral,"Pass interference. Robert Griffin the 3rd. Automatic, 1st Down. #Steelers."
positive,Off out for the afternoon to visit all our referring dentists in the Bethnal Green area. Got a day off tomorrow so have a great weekend all.
positive,"Super Tuesday is just a few days away, Can the president make it?"
neutral,Today I learned that the new Deus Ex game is set in Detroit: http://t.co/HoTaAnG
positive,Don't miss the new Ballet West reality TV series on the CW tomorrow. http://t.co/8TGk4p9e
neutral,For April to try to make me come to Richwood &lt;&lt;
neutral,"Blog: Jets, Giants have extensive radio networks - So it's a Sunday afternoon, and your wife is adamant about draggi... http://ow.ly/1ecJzv"
neutral,hello there...r u free for lunch 2day?
neutral,Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!
neutral,"New Shepard Fairey print: ""Oh Susannah"" will be released October 18th via @obeygiantstore .  Check it out! http://t.co/M6WYy6oG"
positive,Tomorrow I'm going to the Knicks vs Celtics game ^.^ cool
neutral,Really pumped about knock2bag on Friday w/ @docbrown88 @Iansmithcomedy and Sheeps and others! Doors 7pm at Rich Mix.
neutral,"I'm going to Machine Head at Sala Razzmatazz in Barcelona, Spain - Nov 15 http://bnds.in/qMyg7H"
neutral,"@PeterVecsey1 Millsap, Al... Favors is getting there and Kanter will.  Is Jeremy Evans your 5th? Idk about that. If Evans is legit, I think"
neutral,So who's gonna go to the UAB V. Florida game On September 10th?????
positive,"Finally Friday!!!! Let's make it through the day, see @kt_mode compete for Miss Teen USA tonight, then bridesmaids dress shopping tomorrow!"
neutral,"#3DT begins THiS Thursday at the ""S.E.C"" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm!!! #iParty"
positive,wow! tat\u2019s fun! enjoy ur hols! hav a Merry Christmas too!! :)
neutral,"Only 2 spots left for Standard First Aid with CPR C! November 5 &amp; 6, 4pm-10pm in Centretown. Contact Centretown... http://t.co/EFpmICpT"
positive,"Bj Penn, Shogun, Nick Diaz and Swick fighting on the same card...should be PPV but its on Fox?? Dec. 8th cant wait ."
positive,"Evening Grace Patriots! God bless & Restore R Great Country, R people, R  vets, R men & women in uniform, & the Nations of Israel & Japan!"
neutral,"Presidents Day Tomorrow.  Come on down, there might even be cricket to watch before the festivities."
neutral,The Cab will be closed Monday and Tuesday  due to the weather conditions of Hurricane Sandy. We appreciate your... http://t.co/fUf0CrCA
negative,meet u at orchard mrt station control . 630. dont be late
neutral,if I DO get the pjob in bristol at espn all yall gotta come party with me before i leave.  I would let yall know asap. and the night before
positive,Dear @TeamSky is it me or has the sun shone ever since @bradwiggins confirmed the Maillot Jaune on the TT...? #SunGodOnaMission
positive,@missmariejames Party in the House tonight everybody gonna have a good time...Happy Independence Day #JAMAICA
positive,Hehe.. I also think dage slow. Glad i\u2019m fast\u002c to have such a nice girlfriend.. Hee.. I\u2019m watching soccer rite now..
neutral,@Dawnella26 I'll look it up tomorrow..I only wanted to hear Keith Urban &amp; Carrie Underwood sing &amp; who won entertainer of the year lol
positive,Gamble landed at Ludlow with our first @Betrescue selection Hold Court winning at 13-8 from 9-2. Super Duty ran well in 2nd and will be
neutral,"Nine Pin Bird Rock race (2nd race in the Duke of Marlborough Hotel series) postponed 24 hours to Sunday 4 November, still 10 am start."
positive,"Happy Valentine's Day, Artemis You remembered. Come on! What kind of jerk would I be if I forgot Valentine's Day?For the 5th year in a row?"
positive,and this might be funny too !!
neutral,"I added a video to a @YouTube playlist http://t.co/XfMkj04h FRANCIS M. - History of the Disease - March 7, 20"
negative,@cheringbiebs MY BIRTHDAY ON FEBRUARY. My friends think it's for Valentine's day but I don't believe so. :(
positive,@tombraider I'm awake! I love the cover of the new Tomb Raider! Can't wait till March 5th!
positive,Me personally don't see Grammy playing AFL again still 28 but i think he'll turn to something else now. Best of luck with what may be next.
positive,"Our last draw for an HD TV is today, 24 Feb., at noon. Good luck, everyone! Details to enter the #pplHDTV comp:"
positive,"February Stars, 15 years old and still one of the best songs Dave Grohl has ever written. #fact"
positive,@IBGDRGN Today is our Chinese July 7th Valentine's day I hope you will soon find you that she wishes you to be happy  Happy Valentine's Day
positive,"The Girl with the Birthday Cake on her in the ""Birthday Song"" video.. Can somebody bring her to my house Thursday?"
negative,looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i'm in Vegas just adding humidity
neutral,FREE DOWNLOAD! Adam Freeland - Morning sun (Endymion Bootleg)! Click on the link below &amp; like Endymion on Facebook! http://t.co/EgkAwpQQ
negative,I made the leftover Halloween candy last until December 3? I . . . I don't know who I am anymore.
neutral,Peter Garrett live online forum with principals 26 Mar 12pm AEDT. Tweet questions to #schoolsfunding. Info http://t.co/pffy0Mci #gonski
positive,@martinamcbride Just found out that Justin Beiber is going to be in NYC when you are on Long Island December 7! I know Emma is a fan! :)
neutral,The stop after oasis get off hope not too late the reply
neutral,Ok unless i hear some outrageous rumor... Im cop heemfording the iPad HD by friday
negative,Got c... I lazy to type... I forgot Ã¼ in lect... I saw a pouch but like not v nice...
neutral,@YungToneWorld #FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #Flex
positive,"Watched The Cabin in the Woods, Silent House, Psycho, and The Rocky Horror Picture Show today! Yay! :)) Tomorrow iba naman ulit! :D"
negative,Okay so my fam is going to Queen Mary tomorrow i'm really scared of hunted houses and this is a big o hunted... http://t.co/3KmAdxQJ
positive,Looking forward to inspiring the makeup artists of tomorrow with my Red Carpet workshop at @makeupsfx in Liverpool as guest lecturer
neutral,Game On! will be the theme for the 2013 San Diego County Fair http://t.co/lfZFvcz3 via @utsandiego
neutral,"@AshleyJudd Hi Ashley, My country,South korea like the US will be the Presidential election on December 19 ^^"
neutral,Vronsky in the Philippines? Banana Karenina banished O'Trivia to Siberia last Monday Night at Red Lion Tavern!
neutral,News : Visafone and Research In Motion (RIM) on Wednesday seal a deal in Lagos that will see the first CDMA Blackberry roll out in Nigeria.
negative,Be wary as this can make weak stomaches weaker ... Thank god your not dealing with this :
positive,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i\u2019m free leh... And there\u2019s a kb lesson tonight
neutral,"Talking of Bond &amp; SKYFALL, Variety, the children's charity is holding the premiere on nov 7th at Sylvia Park. Tickets @ http://t.co/yEiCrsc8"
